datetime,tweet,label,Text_cleansing,Text_slang,Text_stopword,Text_stemming,tokens
6/21/2022 12:55,"Ada ga sih yg iseng, rumahnya di daftarin pedulilindungi?
Jadi kalau bertamu harus scan dl
#nanyagaje",0,ada ga sih yg iseng  rumahnya di daftarin pedulilindungi  jadi kalau bertamu harus scan dl nanyagaje,ada tidak sih yang iseng rumahnya di daftarin pedulilindungi jadi kalau bertamu harus scan dl nanyagaje,sih iseng rumahnya daftarin pedulilindungi bertamu scan dl nanyagaje,sih iseng rumah daftarin pedulilindungi tamu scan dl nanyagaje,"['sih', 'iseng', 'rumah', 'daftarin', 'pedulilindungi', 'tamu', 'scan', 'dl', 'nanyagaje']"
6/21/2022 12:52,@rosesnappiess tbtb blng ‘din coba cek deh pedulilindungi’ pas diliat eh kaget eh kaget ko w tbtb punya sertifikat vaksin ke 3 pdhl belum divaksin lg loh.. Alhamdulillah ngga ngerasain tumbangnya tp dapet serti wkwkwk,1, tbtb blng din coba cek deh pedulilindungi pas diliat eh kaget eh kaget ko w tbtb punya sertifikat vaksin ke   pdhl belum divaksin lg loh   alhamdulillah ngga ngerasain tumbangnya tp dapet serti wkwkwk,tiba-tiba blng din coba cek deh pedulilindungi pas diliat eh kaget eh kaget kok saya tiba-tiba punya sertifikat vaksin ke padahal tidak divaksin lagi loh alhamdulillah tidak ngerasain tumbangnya tapi dapat sertifikat wkwkwk,blng din coba cek deh pedulilindungi pas diliat eh kaget eh kaget sertifikat vaksin divaksin loh alhamdulillah ngerasain tumbangnya sertifikat wkwkwk,blng din coba cek deh pedulilindungi pas liat eh kaget eh kaget sertifikat vaksin vaksin loh alhamdulillah ngerasain tumbang sertifikat wkwkwk,"['blng', 'din', 'coba', 'cek', 'deh', 'pedulilindungi', 'pas', 'liat', 'eh', 'kaget', 'eh', 'kaget', 'sertifikat', 'vaksin', 'vaksin', 'loh', 'alhamdulillah', 'ngerasain', 'tumbang', 'sertifikat', 'wkwkwk']"
6/21/2022 12:32,@afterrrain_ @sbyfess najis pedulilindungi uduk game njir,-1,  najis pedulilindungi uduk game njir,najis pedulilindungi uduk game njir,najis pedulilindungi uduk game njir,najis pedulilindungi uduk game njir,"['najis', 'pedulilindungi', 'uduk', 'game', 'njir']"
6/21/2022 11:50,"@nnashj_ @GratisTerbaik Silakan baca ini, semoga tercerahkan.
Jangan lupa dukung &amp; share ya..
https://t.co/jrzWXKITPb",0,  silakan baca ini  semoga tercerahkan  jangan lupa dukung  amp  share ya   ,silakan baca ini semoga tercerahkan jangan lupa dukung  share ya,silakan baca semoga tercerahkan lupa dukung share ya,sila baca moga cerah lupa dukung share ya,"['sila', 'baca', 'moga', 'cerah', 'lupa', 'dukung', 'share', 'ya']"
6/21/2022 11:25,gw masih mikirin nanti nunjukin udah vaksin booster pas di konser itu gmna yaa? apa cuma dari aplikasi pedulilindungi kah?,0,gw masih mikirin nanti nunjukin udah vaksin booster pas di konser itu gmna yaa  apa cuma dari aplikasi pedulilindungi kah ,saya masih mikirin nanti nunjukin sudah vaksin booster pas di konser itu gmna ya apa cuma dari aplikasi pedulilindungi kah,mikirin nunjukin vaksin booster pas konser gmna ya aplikasi pedulilindungi kah,mikirin nunjukin vaksin booster pas konser gmna ya aplikasi pedulilindungi kah,"['mikirin', 'nunjukin', 'vaksin', 'booster', 'pas', 'konser', 'gmna', 'ya', 'aplikasi', 'pedulilindungi', 'kah']"
6/21/2022 11:23,"aku kn udh lama y g keluar2, pedulilindungi tuh msi penting gsi?",0,aku kn udh lama y g keluar   pedulilindungi tuh msi penting gsi ,aku kan sudah lama y tidak keluar pedulilindungi tuh msi penting gsi,y pedulilindungi tuh msi gsi,y pedulilindungi tuh msi gsi,"['y', 'pedulilindungi', 'tuh', 'msi', 'gsi']"
6/21/2022 11:18,pedulilindungi itu kalo gak update SEHARI aja mungkin appnya stress kali ya,-1,pedulilindungi itu kalo gak update sehari aja mungkin appnya stress kali ya,pedulilindungi itu kalau tidak update sehari saja mungkin aplikasinya stres kali ya,pedulilindungi update sehari aplikasinya stres kali ya,pedulilindungi update hari aplikasi stres kali ya,"['pedulilindungi', 'update', 'hari', 'aplikasi', 'stres', 'kali', 'ya']"
6/21/2022 10:43,Macam mana eh nak transfer data dah vaksin dari Malaysia nak masuk dekat dalam apps PeduliLindungi ni?? Any Indonesian friends can help me??,0,macam mana eh nak transfer data dah vaksin dari malaysia nak masuk dekat dalam apps pedulilindungi ni   any indonesian friends can help me  ,macam mana eh nak transfer data dah vaksin dari malaysia nak masuk dekat dalam apps pedulilindungi ni any indonesian friends can help me,eh nak transfer data dah vaksin malaysia nak masuk apps pedulilindungi ni any indonesian friends can help me,eh nak transfer data dah vaksin malaysia nak masuk apps pedulilindungi ni any indonesian friends can help me,"['eh', 'nak', 'transfer', 'data', 'dah', 'vaksin', 'malaysia', 'nak', 'masuk', 'apps', 'pedulilindungi', 'ni', 'any', 'indonesian', 'friends', 'can', 'help', 'me']"
6/21/2022 9:55,@wiIIgoz ptn pedulilindungi,0, ptn pedulilindungi,ptn pedulilindungi,ptn pedulilindungi,ptn pedulilindungi,"['ptn', 'pedulilindungi']"
6/21/2022 9:12,"https://t.co/idOjClgnWd: Ke Pulau Seribu dari Pelabuhan Kaliadem, 325 Penumpang Kapal Jalani Scan PeduliLindungi - https://t.co/kn5G8yoaJM https://t.co/HX9SXODHjK",0, ke pulau seribu dari pelabuhan kaliadem      penumpang kapal jalani scan pedulilindungi    ,ke pulau seribu dari pelabuhan kaliadem penumpang kapal jalani scan pedulilindungi,pulau seribu pelabuhan kaliadem penumpang kapal jalani scan pedulilindungi,pulau ribu labuh kaliadem tumpang kapal jalan scan pedulilindungi,"['pulau', 'ribu', 'labuh', 'kaliadem', 'tumpang', 'kapal', 'jalan', 'scan', 'pedulilindungi']"
6/21/2022 9:04,Ntar txt klo ke indo punya apk pedulilindungi ga?,0,ntar txt klo ke indo punya apk pedulilindungi ga ,ntar txt kalau ke indo punya aplikasi pedulilindungi tidak,ntar txt indo aplikasi pedulilindungi,ntar txt indo aplikasi pedulilindungi,"['ntar', 'txt', 'indo', 'aplikasi', 'pedulilindungi']"
6/21/2022 8:52,"@humaspolsekkpt @bwi24jam @_riverheaven @sami86pilang @CamatYg @denni_sauya @Naga_Wicaksana2 @BocahKulon7 @LekMarteg @RstmBcl @1802_kimmi @Even1508 @BPrima777 Biasakan untuk BACA, TANYAKAN, CEK dan PASTIKAN setiap berita yang kita terima... 

#PeduliLindungi
#SalamSehatPenuhSemangat https://t.co/bpd6jE1QZj",0,  biasakan untuk baca  tanyakan  cek dan pastikan setiap berita yang kita terima     pedulilindungi salamsehatpenuhsemangat ,biasakan untuk baca tanyakan cek dan pastikan setiap berita yang kita terima pedulilindungi salamsehatpenuhsemangat,biasakan baca cek pastikan berita terima pedulilindungi salamsehatpenuhsemangat,biasa baca cek pasti berita terima pedulilindungi salamsehatpenuhsemangat,"['biasa', 'baca', 'cek', 'pasti', 'berita', 'terima', 'pedulilindungi', 'salamsehatpenuhsemangat']"
6/21/2022 8:42,"@meilindadevii Halo kak. Kami informasikan mengacu kepada SE Satgas No. 19 Tahun 2022 kedatangan internasional sudah tidak memerlukan hasil PCR test 2x24 jam. 
Silakan membawa sertifikat vaksin minimal dosis kedua, dan mengunduh aplikasi pedulilindungi. Tks. -Diki",1, halo kak  kami informasikan mengacu kepada se satgas no     tahun      kedatangan internasional sudah tidak memerlukan hasil pcr test  x   jam   silakan membawa sertifikat vaksin minimal dosis kedua  dan mengunduh aplikasi pedulilindungi  tks   diki,halo kak kami informasikan mengacu kepada se satuan tugas no tahun kedatangan internasional sudah tidak memerlukan hasil pcr test x jam silakan membawa sertifikat vaksin minimal dosis kedua dan mengunduh aplikasi pedulilindungi thanks diki,halo kak informasikan mengacu satuan tugas no kedatangan internasional hasil pcr test x jam silakan membawa sertifikat vaksin minimal dosis mengunduh aplikasi pedulilindungi thanks diki,halo kak informasi acu satu tugas no datang internasional hasil pcr test x jam sila bawa sertifikat vaksin minimal dosis unduh aplikasi pedulilindungi thanks dik,"['halo', 'kak', 'informasi', 'acu', 'satu', 'tugas', 'no', 'datang', 'internasional', 'hasil', 'pcr', 'test', 'x', 'jam', 'sila', 'bawa', 'sertifikat', 'vaksin', 'minimal', 'dosis', 'unduh', 'aplikasi', 'pedulilindungi', 'thanks', 'dik']"
6/21/2022 8:30,"[askrl] guys temenku ini nik nya udah dipake orang buat vksin trus akhirnya habis vksin kedua, dia buat nik baruu. nah di pedulilindungi tu tulisannya belum ke vksin gimana ya :( tapi ada bukti udah vksin si, tp kan kalo buat scan masuk gitu gabisaa :( (cont)",-1, askrl  guys temenku ini nik nya udah dipake orang buat vksin trus akhirnya habis vksin kedua  dia buat nik baruu  nah di pedulilindungi tu tulisannya belum ke vksin gimana ya    tapi ada bukti udah vksin si  tp kan kalo buat scan masuk gitu gabisaa     cont ,askrl guys temenku ini nomor induk kependudukan nya sudah dipakai orang buat vksin terus akhirnya habis vksin kedua dia buat nomor induk kependudukan baruu nah di pedulilindungi tu tulisannya tidak ke vksin gimana ya tapi ada bukti sudah vksin si tapi kan kalau buat scan masuk gitu gabisaa cont,askrl guys temenku nomor induk kependudukan nya dipakai orang vksin habis vksin nomor induk kependudukan baruu pedulilindungi tu tulisannya vksin gimana ya bukti vksin si scan masuk gitu gabisaa cont,askrl guys temenku nomor induk duduk nya pakai orang vksin habis vksin nomor induk duduk baruu pedulilindungi tu tulis vksin gimana ya bukti vksin si scan masuk gitu gabisaa cont,"['askrl', 'guys', 'temenku', 'nomor', 'induk', 'duduk', 'nya', 'pakai', 'orang', 'vksin', 'habis', 'vksin', 'nomor', 'induk', 'duduk', 'baruu', 'pedulilindungi', 'tu', 'tulis', 'vksin', 'gimana', 'ya', 'bukti', 'vksin', 'si', 'scan', 'masuk', 'gitu', 'gabisaa', 'cont']"
6/21/2022 7:45,"@mutiamaharanir_ 1. Penumpang wajib sudah vaksin minimal dosis pertama dibuktikan dengan menunjukan aplikasi PeduliLindungi atau kartu vaksin, kecuali anak usia dibawah 6 tahun
2. Penumpang tidak wajib menunjukkan surat keterangan hasil negatif test Antigen/RT-PCR |2",1,    penumpang wajib sudah vaksin minimal dosis pertama dibuktikan dengan menunjukan aplikasi pedulilindungi atau kartu vaksin  kecuali anak usia dibawah   tahun    penumpang tidak wajib menunjukkan surat keterangan hasil negatif test antigen rt pcr   ,penumpang wajib sudah vaksin minimal dosis pertama dibuktikan dengan menunjukan aplikasi pedulilindungi atau kartu vaksin kecuali anak usia dibawah tahun penumpang tidak wajib menunjukkan surat keterangan hasil negatif test antigen rt pcr,penumpang wajib vaksin minimal dosis dibuktikan menunjukan aplikasi pedulilindungi kartu vaksin kecuali anak usia dibawah penumpang wajib surat keterangan hasil negatif test antigen rt pcr,tumpang wajib vaksin minimal dosis bukti tunjuk aplikasi pedulilindungi kartu vaksin kecuali anak usia bawah tumpang wajib surat terang hasil negatif test antigen rt pcr,"['tumpang', 'wajib', 'vaksin', 'minimal', 'dosis', 'bukti', 'tunjuk', 'aplikasi', 'pedulilindungi', 'kartu', 'vaksin', 'kecuali', 'anak', 'usia', 'bawah', 'tumpang', 'wajib', 'surat', 'terang', 'hasil', 'negatif', 'test', 'antigen', 'rt', 'pcr']"
6/21/2022 7:30,"@humaspolsekkpt @bwi24jam @_riverheaven @sami86pilang @CamatYg @denni_sauya @Naga_Wicaksana2 @BocahKulon7 @LekMarteg @RiniNB_1046 @1802_kimmi @Even1508 @BPrima777 Siap
Bravo POLRI 🇮🇩

#PeduliLindungi 
#SalamSehatPenuhSemangat",1,  siap bravo polri   pedulilindungi  salamsehatpenuhsemangat,siap bravo polri pedulilindungi salamsehatpenuhsemangat,bravo polri pedulilindungi salamsehatpenuhsemangat,bravo polri pedulilindungi salamsehatpenuhsemangat,"['bravo', 'polri', 'pedulilindungi', 'salamsehatpenuhsemangat']"
6/21/2022 7:04,#NAME?,0, rek royal masuknya dari parkir sepeda motor bawah masih pakee scan pedulilindungi ga hari ini ,rek royal masuknya dari parkir sepeda motor bawah masih pakee scan pedulilindungi tidak hari ini,rek royal masuknya parkir sepeda motor pakee scan pedulilindungi,rek royal masuk parkir sepeda motor pakee scan pedulilindungi,"['rek', 'royal', 'masuk', 'parkir', 'sepeda', 'motor', 'pakee', 'scan', 'pedulilindungi']"
6/21/2022 6:50,KNP STIAP W MO BUKA APP STORE MALAH KEBUKA PEDULILINDUNGI MENTANG2 SAMA2 BIRU,0,knp stiap w mo buka app store malah kebuka pedulilindungi mentang  sama  biru,kenapa stiap saya mau buka aplikasi store malah kebuka pedulilindungi mentang sama biru,stiap buka aplikasi store kebuka pedulilindungi mentang biru,stiap buka aplikasi store buka pedulilindungi mentang biru,"['stiap', 'buka', 'aplikasi', 'store', 'buka', 'pedulilindungi', 'mentang', 'biru']"
6/21/2022 6:43,"App-nya bagus dan bermanfaat untuk pelanggan spt saya. Sama dengan App PeduliLindungi yang sekarang salah satu or mungkin yang terbaik di dunia. Waktu masih lelet, PL saya kritik ke Kemenkes cc @BudiGSadikin . Sekarang bagus, ya diapresiasi.  Itu analoginya. Dah, gitu aja",1,app nya bagus dan bermanfaat untuk pelanggan spt saya  sama dengan app pedulilindungi yang sekarang salah satu or mungkin yang terbaik di dunia  waktu masih lelet  pl saya kritik ke kemenkes cc    sekarang bagus  ya diapresiasi   itu analoginya  dah  gitu aja,aplikasi nya bagus dan bermanfaat untuk pelanggan seperti saya sama dengan aplikasi pedulilindungi yang sekarang salah satu or mungkin yang terbaik di dunia waktu masih lelet pl saya kritik ke kemenkes cc sekarang bagus ya diapresiasi itu analoginya dah gitu saja,aplikasi nya bagus bermanfaat pelanggan aplikasi pedulilindungi salah or terbaik dunia lelet pl kritik kemenkes cc bagus ya diapresiasi analoginya dah gitu,aplikasi nya bagus manfaat langgan aplikasi pedulilindungi salah or baik dunia lelet pl kritik kemenkes cc bagus ya apresiasi analogi dah gitu,"['aplikasi', 'nya', 'bagus', 'manfaat', 'langgan', 'aplikasi', 'pedulilindungi', 'salah', 'or', 'baik', 'dunia', 'lelet', 'pl', 'kritik', 'kemenkes', 'cc', 'bagus', 'ya', 'apresiasi', 'analogi', 'dah', 'gitu']"
6/21/2022 3:46,"@luciella707 btw soal sertifikat vaksin, itu emang ke pihak yg ngasih vaksin untuk bagian inputing data ke pedulilindungi dll.",0, by the way soal sertifikat vaksin  itu emang ke pihak yg ngasih vaksin untuk bagian inputing data ke pedulilindungi dll ,by the way soal sertifikat vaksin itu emang ke pihak yang ngasih vaksin untuk bagian inputing data ke pedulilindungi dan lain-lain,by the way sertifikat vaksin emang ngasih vaksin inputing data pedulilindungi lain-lain,by the way sertifikat vaksin emang ngasih vaksin inputing data pedulilindungi lain,"['by', 'the', 'way', 'sertifikat', 'vaksin', 'emang', 'ngasih', 'vaksin', 'inputing', 'data', 'pedulilindungi', 'lain']"
6/21/2022 3:31,"Bersama tim hukum, siap untuk masuk sidang gugatan PeduliLindungi. https://t.co/9OzhW4KThv",-1,bersama tim hukum  siap untuk masuk sidang gugatan pedulilindungi  ,bersama tim hukum siap untuk masuk sidang gugatan pedulilindungi,tim hukum masuk sidang gugatan pedulilindungi,tim hukum masuk sidang gugat pedulilindungi,"['tim', 'hukum', 'masuk', 'sidang', 'gugat', 'pedulilindungi']"
6/21/2022 3:17,"@humaspolsekkpt @bwi24jam @sami86pilang @CamatYg @denni_sauya @Naga_Wicaksana2 @BocahKulon7 @LekMarteg @RstmBcl @RiniNB_1046 @1802_kimmi @Even1508 @BPrima777 Budayakan gemar membaca agar wawasan terbuka. 

#PeduliLindungi
#SalamSehatPenuhSemangat",1,  budayakan gemar membaca agar wawasan terbuka    pedulilindungi salamsehatpenuhsemangat,budayakan gemar membaca agar wawasan terbuka pedulilindungi salamsehatpenuhsemangat,budayakan gemar membaca wawasan terbuka pedulilindungi salamsehatpenuhsemangat,budaya gemar baca wawas buka pedulilindungi salamsehatpenuhsemangat,"['budaya', 'gemar', 'baca', 'wawas', 'buka', 'pedulilindungi', 'salamsehatpenuhsemangat']"
6/21/2022 2:48,"Biasakan untuk BACA, CEK, TANYAKAN dan PASTIKAN setiap berita yang kita terima

@bwi24jam
@_riverheaven
@sami86pilang
@CamatYg
@denni_sauya
@Naga_Wicaksana2
@BocahKulon7
@LekMarteg
@RstmBcl
@RiniNB_1046
@1802_kimmi
@Even1508
@BPrima777

#PeduliLindungi
#SalamSehatPenuhSemangat https://t.co/O8U6Tj3V3C",1,biasakan untuk baca  cek  tanyakan dan pastikan setiap berita yang kita terima                pedulilindungi salamsehatpenuhsemangat ,biasakan untuk baca cek tanyakan dan pastikan setiap berita yang kita terima pedulilindungi salamsehatpenuhsemangat,biasakan baca cek pastikan berita terima pedulilindungi salamsehatpenuhsemangat,biasa baca cek pasti berita terima pedulilindungi salamsehatpenuhsemangat,"['biasa', 'baca', 'cek', 'pasti', 'berita', 'terima', 'pedulilindungi', 'salamsehatpenuhsemangat']"
6/21/2022 2:43,@handokotjung Pedulilindungi,0, pedulilindungi,pedulilindungi,pedulilindungi,pedulilindungi,['pedulilindungi']
6/21/2022 2:41,"pengendalian TB dapat dilakukan serupa dengan penanganan COVID-19. Skrining dan pencatatan TB dapat meniru aplikasi PeduliLindungi sehingga terpantau kondisi real time,
#BersamaLawanTBC",1,pengendalian tb dapat dilakukan serupa dengan penanganan covid     skrining dan pencatatan tb dapat meniru aplikasi pedulilindungi sehingga terpantau kondisireal time  bersamalawantbc,pengendalian tb dapat dilakukan serupa dengan penanganan covid skrining dan pencatatan tb dapat meniru aplikasi pedulilindungi sehingga terpantau kondisireal time bersamalawantbc,pengendalian tb penanganan covid skrining pencatatan tb meniru aplikasi pedulilindungi terpantau kondisireal time bersamalawantbc,kendali tb tangan covid skrining catat tb tiru aplikasi pedulilindungi pantau kondisireal time bersamalawantbc,"['kendali', 'tb', 'tangan', 'covid', 'skrining', 'catat', 'tb', 'tiru', 'aplikasi', 'pedulilindungi', 'pantau', 'kondisireal', 'time', 'bersamalawantbc']"
6/21/2022 2:40,"/kle guys aku lg ga ada kuota internet, rencananya mau ke mall beli sesuatu yg ku butuhkan, bisa gak scan pedulilindungi tanpa kuota?",0, kle guys aku lg ga ada kuota internet  rencananya mau ke mall beli sesuatu yg ku butuhkan  bisa gak scan pedulilindungi tanpa kuota ,kle guys aku lagi tidak ada kuota internet rencananya mau ke mall beli sesuatu yang ku butuhkan bisa tidak scan pedulilindungi tanpa kuota,kle guys kuota internet rencananya mall beli ku butuhkan scan pedulilindungi kuota,kle guys kuota internet rencana mall beli ku butuh scan pedulilindungi kuota,"['kle', 'guys', 'kuota', 'internet', 'rencana', 'mall', 'beli', 'ku', 'butuh', 'scan', 'pedulilindungi', 'kuota']"
6/21/2022 2:02,@HZUNJlN pedulilindungi,0, pedulilindungi,pedulilindungi,pedulilindungi,pedulilindungi,['pedulilindungi']
6/21/2022 0:50,OIYA SEMALEM W MIMPIIN HYUNSIK DOWNLOAD PEDULILINDUNGI😭,0,oiya semalem w mimpiin hyunsik download pedulilindungi,oiya semalem saya mimpiin hyunsik download pedulilindungi,oiya semalem mimpiin hyunsik download pedulilindungi,oiya semalem mimpiin hyunsik download pedulilindungi,"['oiya', 'semalem', 'mimpiin', 'hyunsik', 'download', 'pedulilindungi']"
6/20/2022 23:15,"@detikcom Terus sistemnya ala2 Pedulilindungi? Kudu nunjukkin barcode atau entah apalah itu yg ada di aplikasi henpon? Kalo iya, bukannya di pom bensin bahaya ya sambil ngoperasiin hp?",-1, terus sistemnya ala  pedulilindungi  kudu nunjukkin barcode atau entah apalah itu yg ada di aplikasi henpon  kalo iya  bukannya di pom bensin bahaya ya sambil ngoperasiin hp ,terus sistemnya ala pedulilindungi kudu nunjukkin barcode atau entah apalah itu yang ada di aplikasi henpon kalau iya bukannya di pom bensin bahaya ya sambil ngoperasiin hp,sistemnya ala pedulilindungi kudu nunjukkin barcode apalah aplikasi henpon iya pom bensin bahaya ya ngoperasiin hp,sistem ala pedulilindungi kudu nunjukkin barcode apa aplikasi henpon iya pom bensin bahaya ya ngoperasiin hp,"['sistem', 'ala', 'pedulilindungi', 'kudu', 'nunjukkin', 'barcode', 'apa', 'aplikasi', 'henpon', 'iya', 'pom', 'bensin', 'bahaya', 'ya', 'ngoperasiin', 'hp']"
6/20/2022 22:45,"Hayoooo Jaehyun aja sebelum masuk store prada scan pedulilindungi, msa km gk? https://t.co/xAnz8ex775",1,hayoo jaehyun aja sebelum masuk store prada scan pedulilindungi  msa km gk  ,hayoo jaehyun saja sebelum masuk store prada scan pedulilindungi msa km tidak,hayoo jaehyun masuk store prada scan pedulilindungi msa km,hayoo jaehyun masuk store prada scan pedulilindungi msa km,"['hayoo', 'jaehyun', 'masuk', 'store', 'prada', 'scan', 'pedulilindungi', 'msa', 'km']"
6/20/2022 20:43,"@ChizzCakeee Tidur gak ada yg peduli , kecuali PeduliLindungi",0, tidur gak ada yg peduli   kecuali pedulilindungi,tidur tidak ada yang peduli kecuali pedulilindungi,tidur peduli kecuali pedulilindungi,tidur peduli kecuali pedulilindungi,"['tidur', 'peduli', 'kecuali', 'pedulilindungi']"
6/20/2022 17:05,sekarang ketukernya appstore sm pedulilindungi,0,sekarang ketukernya appstore sm pedulilindungi,sekarang ketukernya appstore sama pedulilindungi,ketukernya appstore pedulilindungi,ketukernya appstore pedulilindungi,"['ketukernya', 'appstore', 'pedulilindungi']"
6/20/2022 16:14,Subadri Gagal Booster karena Salah Data PeduliLindungi https://t.co/0Agoc5lfDV,-1,subadri gagal booster karena salah data pedulilindungi ,subadri gagal booster karena salah data pedulilindungi,subadri gagal booster salah data pedulilindungi,subadri gagal booster salah data pedulilindungi,"['subadri', 'gagal', 'booster', 'salah', 'data', 'pedulilindungi']"
6/20/2022 15:07,@Askrlfess Untuk KRL hanya perlu tunjukin kartu vaksin atau bisa scan barcode lewat aplikasi pedulilindungi aja.. untuk KA jarak jauh vaksin 1 2 masih harus swab kak kalo gasalah antigen cm berlaku 1x24 jam sebelum keberangkatan.. 3 amaan,1, untuk krl hanya perlu tunjukin kartu vaksin atau bisa scan barcode lewat aplikasi pedulilindungi aja   untuk ka jarak jauh vaksin     masih harus swab kak kalo gasalah antigen cm berlaku  x   jam sebelum keberangkatan     amaan,untuk kereta rel listrik hanya perlu tunjukin kartu vaksin atau bisa scan barcode lewat aplikasi pedulilindungi saja untuk ka jarak jauh vaksin masih harus swab kak kalau gasalah antigen cuma berlaku x jam sebelum keberangkatan amaan,kereta rel listrik tunjukin kartu vaksin scan barcode aplikasi pedulilindungi ka jarak vaksin swab kak gasalah antigen berlaku x jam keberangkatan amaan,kereta rel listrik tunjukin kartu vaksin scan barcode aplikasi pedulilindungi ka jarak vaksin swab kak gasalah antigen laku x jam berangkat ama,"['kereta', 'rel', 'listrik', 'tunjukin', 'kartu', 'vaksin', 'scan', 'barcode', 'aplikasi', 'pedulilindungi', 'ka', 'jarak', 'vaksin', 'swab', 'kak', 'gasalah', 'antigen', 'laku', 'x', 'jam', 'berangkat', 'ama']"
6/20/2022 15:02,"@ruanggalau_id enggak pernah, padahal aku ke dia PeduliLindungi..",0, enggak pernah  padahal aku ke dia pedulilindungi  ,tidak pernah padahal aku ke dia pedulilindungi,pedulilindungi,pedulilindungi,['pedulilindungi']
6/20/2022 14:54,"Nyebelin tuh udh dateng mepet, keburu2 buat absen tp pas mau masuk PeduliLindungi nya minta di apdet🥲🥲😭😭",-1,nyebelin tuh udh dateng mepet  keburu  buat absen tp pas mau masuk pedulilindungi nya minta di apdet,nyebelin tuh sudah datang mepet keburu buat absen tapi pas mau masuk pedulilindungi nya minta di apdet,nyebelin tuh mepet keburu absen pas masuk pedulilindungi nya apdet,nyebelin tuh mepet keburu absen pas masuk pedulilindungi nya apdet,"['nyebelin', 'tuh', 'mepet', 'keburu', 'absen', 'pas', 'masuk', 'pedulilindungi', 'nya', 'apdet']"
6/20/2022 14:51,"@itsdhilaaa @ruanggalau_id enggak pernah, padahal aku ke dia PeduliLindungi..",0,  enggak pernah  padahal aku ke dia pedulilindungi  ,tidak pernah padahal aku ke dia pedulilindungi,pedulilindungi,pedulilindungi,['pedulilindungi']
6/20/2022 14:32,"@dubidupap Lekas sehat kak! Istrinu juga baru tadi siang terkonfirmasi positif, tapi PeduliLindungi nya belum berubah statusnya 😔",-1, lekas sehat kak  istrinu juga baru tadi siang terkonfirmasi positif  tapi pedulilindungi nya belum berubah statusnya ,lekas sehat kak istrinu juga baru tadi siang terkonfirmasi positif tapi pedulilindungi nya tidak berubah statusnya,lekas sehat kak istrinu siang terkonfirmasi positif pedulilindungi nya berubah statusnya,lekas sehat kak istrinu siang konfirmasi positif pedulilindungi nya ubah status,"['lekas', 'sehat', 'kak', 'istrinu', 'siang', 'konfirmasi', 'positif', 'pedulilindungi', 'nya', 'ubah', 'status']"
6/20/2022 13:30,"Aplikasi medis berjaya sementara gim seluler loyo pada kuartal pertama 2022. Kedigdayaan TikTok berlanjut sebagai aplikasi terbanyak diunduh. 
https://t.co/KX8d62TJTh",1,aplikasi medis berjaya sementara gim seluler loyo pada kuartal pertama       kedigdayaan tiktok berlanjut sebagai aplikasi terbanyak diunduh   ,aplikasi medis berjaya sementara gim seluler loyo pada kuartal pertama kedigdayaan tiktok berlanjut sebagai aplikasi terbanyak diunduh,aplikasi medis berjaya gim seluler loyo kuartal kedigdayaan tiktok berlanjut aplikasi diunduh,aplikasi medis jaya gim seluler loyo kuartal digdaya tiktok lanjut aplikasi unduh,"['aplikasi', 'medis', 'jaya', 'gim', 'seluler', 'loyo', 'kuartal', 'digdaya', 'tiktok', 'lanjut', 'aplikasi', 'unduh']"
6/20/2022 12:53,@Squadkilers Jika telah menerima vaksin dosis dua maka tidak wajib melampirkan hasil negatif Covid-19. Silakan menunjukkan sertifikat vaksin dan mengisi E-HAC yang terintegrasi dengan aplikasi PeduliLindungi. Terima kasih. - Kevin,1, jika telah menerima vaksin dosis dua maka tidak wajib melampirkan hasil negatif covid     silakan menunjukkan sertifikat vaksin dan mengisi e hac yang terintegrasi dengan aplikasi pedulilindungi  terima kasih    kevin,jika telah menerima vaksin dosis dua maka tidak wajib melampirkan hasil negatif covid silakan menunjukkan sertifikat vaksin dan mengisi e health alert card yang terintegrasi dengan aplikasi pedulilindungi terima kasih kevin,menerima vaksin dosis wajib melampirkan hasil negatif covid silakan sertifikat vaksin mengisi e health alert card terintegrasi aplikasi pedulilindungi terima kasih kevin,terima vaksin dosis wajib lampir hasil negatif covid sila sertifikat vaksin isi e health alert card integrasi aplikasi pedulilindungi terima kasih kevin,"['terima', 'vaksin', 'dosis', 'wajib', 'lampir', 'hasil', 'negatif', 'covid', 'sila', 'sertifikat', 'vaksin', 'isi', 'e', 'health', 'alert', 'card', 'integrasi', 'aplikasi', 'pedulilindungi', 'terima', 'kasih', 'kevin']"
6/20/2022 12:20,@slwxxdn @Unsoedfess1963 Kalo aku cuma ngasih liat sertifikat vaksin di app pedulilindungi kak,1,  kalo aku cuma ngasih liat sertifikat vaksin di app pedulilindungi kak,kalau aku cuma ngasih lihat sertifikat vaksin di aplikasi pedulilindungi kak,ngasih lihat sertifikat vaksin aplikasi pedulilindungi kak,ngasih lihat sertifikat vaksin aplikasi pedulilindungi kak,"['ngasih', 'lihat', 'sertifikat', 'vaksin', 'aplikasi', 'pedulilindungi', 'kak']"
