tweet,TextBlob
"Wajib pakek Kondom gak om ðŸ˜Š

https://t.co/4huWpHob1a",0
"Senengnya koq bikin repot rakyat.

Belum lagi harga minyak goreng kemasan yg terlanjur melejit naik.

Ampun deh ya!
 https://t.co/UyvqO7Kkaf",0
Radar Bogor : Catat! Beli Minyak Goreng Murah Wajib Pakai PeduliLindungi atau NIK  https://t.co/jspC9IpLR8,1
"@PartaiSocmed Ashiiiik cuma pake NIK dan PeduliLindungi.....
Gak pake duit",0
"@PartaiSocmed Syukurlah, dg nik dan pedulilindungi bakal dikasih minyak curah. Tanda-tanda negara kita udah makmur dan sejahtera. Pak luh mmg luar biasa.",1
"Wacana Perubahan Sistem Jual-Beli Minyak Curah, Nantinya Pakai PeduliLindungi atau Tunjukkan NIK https://t.co/87nPd2ml9I via @idws 

#IDWS",0
"PeduliLindungi Jadi Syarat Pembelian Minyak Goreng Curah, Luhut Sebut agar Terkendali dan Tak Ada Kecurangan https://t.co/pqAszuHZsw",0
"Masyarakat harus menggunakan aplikasi PeduliLindungi atau menunjukkan NIK, untuk bisa mendapatkan minyak goreng curah rakyat dengan harga Rp14.000  https://t.co/mJ7gLXSAO9",0
"Makau juga...
âœ…Â Melakukan pembatasan
âœ…Â Trace and track (pake aplikasi semacam pedulilindungi)
âœ…Â Menutup bioskop, salon, taman outdoor.

Disana belum ada kasus Omi aja udah antisipasi. Disini udah lumayan banyak, tapi penanganannya masih bertahap pelan-pelan ðŸ¤”

(4/4) https://t.co/SJLBDnJ672",-1
"Beli Minyak Goreng Curah Lewat Aplikasi PeduliLindungi, Sosialisasi Selama 2 Minggu https://t.co/5e8d2Z5hU0",0
Warga nantinya diizinkan membeli minyak sebanyak 10 liter per hari setelah menggunakan Aplikasi PeduliLindungi atau NIK  https://t.co/HVLSukWDBh,0
"Mulai Senin, Beli Minyak Goreng Curah Pakai PeduliLindungi
 
#PramborsNews 
https://t.co/cG6UBV5xbX",0
"Terima kasih Om Luhut ðŸ™
Salah satu argumen inti kami dalam gugatan PeduliLindungi adalah salah gunakan aplikasi dan datanya.
Mewajibkan aplikasi ""kesehatan"" untuk beli migor adalah bukti yang luar biasa bahwa argumen kami benar ðŸ˜ https://t.co/DtjNgcFBOn",-1
"Cara &amp; Lokasi Pembelian Minyak Goreng Curah Rp14.000, Termasuk Pakai PeduliLindungi https://t.co/TaHuvwBI1b",0
"Alhamdulillah....beli migor gak wajib pake duit lagi 
https://t.co/5vwJf7qQph",0
"@CNNIndonesia Jancuk.... !!!!!.
Beli pakai Nik dan pedulilindungi",0
"Dulu masa SMP SMA lah, ada cerita nonton bioskop beli karcis pake sendal ga boleh.

Zaman now malah boleh ya??! ðŸ˜ðŸ˜€ðŸ˜„ https://t.co/58s08KmgX8",0
"PeduliLindungi Jadi Syarat Beli Minyak Goreng Curah, Pemerintah AkanÂ Sosialisasi https://t.co/LowiceYFWc",0
"#TVRINews Senin 27 Juni, Pemerintah Mulai Sosialisasikan PeduliLindungi untuk Beli Minyak Goreng Curah

https://t.co/lEGoo9SFUB",0
"@CNNIndonesia Luhut ini kebiasaan melawan Jokowi, sdh jelas2 ada kartu sembako murah malah pakai NIK dan pedulilindungi https://t.co/almsimyZYn",1
"Aya aya Wae 

Beli Minyak Goreng Rp 14.000 Bakal Wajib Pakai PeduliLindungi atau NIK, Luhut: Sosialisasi Mulai Senin

Klik untuk baca: https://t.co/mXwCdHxsoD",1
"Nanti Beli Minyak Goreng Pakai Aplikasi PeduliLindungi, Sosialisasi dan Transisi Segera Dilakukan https://t.co/lxW5m75HQM",0
"@CNNIndonesia Wuedaan.. pedulilindungi artinya vaksin, dan vaksin artinya..",0
"Pemerintah sosialisasi beli minyak goreng curah pakai PeduliLindungi

https://t.co/UKZraSkuJN",0
"@CNNIndonesia Kebijakan apalagi ini ??? Kebijakan kok malah nambah sengsara rakyatnya ðŸ˜
Beli migor itu yg penting pake DUIT !!
Itu aj TITIK !!!
Beli migor wajib pakai NIK &amp; PeduliLindungi klo gk bawa uang jg kasihan yg jual.  
Suuog ðŸ¤¬ https://t.co/Yffu9d6gmR",1
Luhut: Beli Minyak Goreng Curah Pakai PeduliLindungi https://t.co/McPcn5Rt1f via @rri.co.id,0
Ini Kata LuhutÂ soal Tujuan Jual Beli Minyak Goreng Curah Pakai Aplikasi PeduliLindungi https://t.co/ZXbBjz4XAv,0
"@ChusnulCh__ Sengsara warganya, bahagia buzzernya.

Bukan karena pakai masker...tapi 

2 Minggu Lagi, Beli Migor Curah Wajib Pakai NIK dan PeduliLindungi https://t.co/Ga0kCzDz2L",-1
"PeduliLindungi 'Ganti Baju' Jadi Aplikasi untuk Beli Minyak Goreng Curah, Maksimal Beli 10 Kg untuk Satu NIK https://t.co/SecVWc3NVD",0
Pemerintah memulai transisi perubahan sistem penjualan dan pembelian minyak goreng curah rakyat (MGCR) dengan menggunakan aplikasi PeduliLindungi. https://t.co/014SujnE6d,0
"Sistem penjualan dan pembelian minyak goreng curah rakyat Rp14.000 akan menggunakan aplikasi PeduliLindungi atau menunjukkan NIK dengan masa sosialisasi akan dimulai besok Senin (27/6/2022) dan akan berlangsung selama dua minggu ke depan,
https://t.co/5TIrLyPilf.",1
"Negara makin ribet. Saatnya #Gaspoll2024 
https://t.co/OyVSR5qH5P",-1
"Pembelian Minyak Goreng Curah Pakai Aplikasi PeduliLindungi Mulai Senin Mendatang, Ini Kata Luhut https://t.co/f4DQ47QAEM",0
"Pak Luhut, Yakin Nih Beli Minyak Goreng Wajib PeduliLindungi? https://t.co/HJ5gVg9Hag",0
@karim_em_ha @brhnsyarif Premium itu bersubsidi apakah ada syarat bawa NIK dan pedulilindungi?,0
"Beli Minyak Goreng Harus Pakai KTP &amp; PeduliLindungi, Luhut: Minggu Depan Disosialisasikan https://t.co/O7Oij8hNFQ",0
"Sampai sini apa belum pada paham tujuan poksan paksin dan aplikasi itu utk apa? Pada nyinyir boleh, tp perlahan kalian akan tahu yg sebenarnya. Cuma sayangnya, ketika sdh pada tahu, bisa jadi itu sdh terlambat. Think fast!

https://t.co/GQXdkVoQz9",-1
"Diantara tanda sebuah negara akan hancur terlihat dari semakin besar dan beraneka ragamnya pajak pajak yang di pungut dari rakyat.
https://t.co/6jDtbQpJd0",0
@Stevaniehuangg lol yg beli migor curah kan psti kg pny hp ðŸ˜‚ klo nik msh wajar klo pedulilindungi....beliin donk hp k kite2 donk LBPe,1
"Pak Luhut, Yakin Nih Beli Minyak Goreng Wajib PeduliLindungi? - https://t.co/tVFBQS0hYd 

#IDCORNER",0
"Setelah sosialisasi 2 minggu, seluruh penjualan dan pembelian minyak goreng curah akan menggunakan aplikasi PeduliLindungi atau menunjukkan NIK. https://t.co/JAEx9xwcTq",0
"@zarazettirazr Beli migor pake ktp, beli bensin pake apk my pertamina, mau ke mall download pedulilindungi, mau ke RS siapin mobile jkn; ðŸ˜­ bentar lagi hape isinya aplikasi pemerintah semuaaaaa (kecuali ktp yang masuk ke dompet).",0
"Orang Ini Tak Kunjung Berhenti Menyusahkan Rakyat: Â» Beli Migor Curah Wajib Pakai NIK dan PeduliLindungi Â« Besok Mungkin Ditambah Pakai BPJS dan Lunas PBB

https://t.co/KFgRNQv83O",1
https://t.co/idOjCkYeI5: 305 Penumpang Kapal Jalani Scan PeduliLindungi di Dermaga Marina Ancol Saat Hendak ke Pulau Seribu - https://t.co/x5BFhuBPt0 https://t.co/pIXKw2u8Jj,0
"Gercep, Purbalingga Sosialisasi PeduliLindungi Syarat Beli Minyak Goreng https://t.co/shfob9aTYl #Bisnis #AplikasiPeduliLindungi #BeliMinyakGoreng #minyakgoreng",0
Hingga saat ini masih banyak masyarakat yang belum memiliki aplikasi PeduliLindungi. https://t.co/RrjP6IJ5HY,0
"@Dickquake Selamat sore Kak. Mohon maaf atas ketidaknyamanannya. Jika terdapat keterangan belum vaksin pada tiket, maka Kakak tidak perlu khawatir. Silakan menunjukkan bukti sertifikat vaksin melalui aplikasi PeduliLindungi atau kartu vaksinasi pada saat boarding ya. |1",1
"Kirain janji kemendag baru minta 2 minggu buat minyak goreng jadi 14 rebu beneran, ternyata emang ga lengkap kalo ga dikasi plot twist ðŸ˜‚
https://t.co/Qptv5alBMc",1
@afrkml Di dalam KRL dan Transjakarta udah makin banyak asli. Udah jarang testing dan longgar banget penggunaan pedulilindungi,1
@pangseeed Cek di pedulilindungi,0
"Begitu RUWET &amp; RIBET nya aturan yg dibuat buat rakyat,cuma beli sekelas migor harus pake aplikasi PEDULI LINDUNGI/NIK
""SADARLAH RAKYAT INDONESIA,KEMBALILAH BELANJA KE WARUNG TETANGGA""

REZIM SAAT INI BENAR"" TIDAK PRO RAKYAT
 https://t.co/RyS3nDcsYD",-1
"Masuk bank or mall pake pedulilindungi aja ribet.makan waktu..
gimana buat beli minyak goreng..",0
"2 Minggu Lagi, Beli Migor Curah Wajib Pakai NIK dan PeduliLindungi https://t.co/A2bh9O5A6m",0
https://t.co/VVH74Xze0P Pak @jokowi mohon menterinya jangan mempersulit rakyat. Rakyat sudah sudah jangan di tambah aturan yg bikin rakyat makin susah,-1
"Pembelian minyak goreng curah akan menggunakan aplikasi PeduliLindungi

https://t.co/kQlP5ajAyF",0
"#kadungbelikuduabis ato exit plan buat pedulilindungiâ„¢ pascapandemi? 

Setelah masa sosialisasi selesai, seluruh penjualan dan pembelian minyak goreng curah rakyat akan menggunakan PeduliLindungi atau menunjukkan NIK bagi yang tidak punya aplikasi. https://t.co/Xgau45zcFS",1
Kata pa luhut beli minyak goreng harus pake e-ktp dan pedulilindungi pa? https://t.co/m8VdKerTHT,0
"Rumit juga hidup di Indonesia...beli migor aja mesti pakai aplikasi, gmn nasib orang miskin yg gak punya hp atau yg gak mampu beli paket data, gak bs akses ke aplikasi tsb, bener2 ambyarr....ðŸ§ðŸ§ðŸ§ https://t.co/ma6taUjOvv  https://t.co/ma6taUjOvv",-1
@CNNIndonesia Yailah pakkkk astagfir nyebut pak buset dah mau beli migor curah ae mesti bngt pake NIK sm pedulilindungi? Kenapa harus dipersulit sih pak? Kesian tuh pedagang gorengan sm emak2 ðŸ¤¦ðŸ¿,0
"Cara Beli Minyak Goreng Curah Rp14.000 per Liter via Aplikasi PeduliLindungi, Sosialisasi Dimulai 27 Juni 2022 https://t.co/41CPxaS23E",0
Cara Beli Minyak Goreng Curah Rp14 Ribu Pakai PeduliLindungi https://t.co/nXIiwLxLSO,0
"Yakinkah kebijakan ini adalah suatu kebijakan yg bijak. Sudah jalan-jalan keperbatasan belum, dimana jaringan utk akses internet aja masih susah. Bagaimana mau akses peduli Lindungi. Lagian masyarkat di pedalaman tidk tahu apa itu peduli lindungi

https://t.co/UrYJ0SfkP2",1
@papa_loren nanti mau ke toilet umum harus pakai ktp dan aplikasi pedulilindungi....,-1
"Ini gimana si konsep kebijakannya? Pas lagi mahal susah bgt diturunin krn mafia, pas udah mau dinormalin kok diribetin gini sih? Masa gara2 mafia yg ribet rakyat juga, hellooooo opung  https://t.co/8SldUT0Z5J",-1
"Peduli lindung.siap siap yg anti vaksin makanan nya direbus.negoro wes rusak kabeh .tapi tenang disini apasih yg nggak bisa diakali ðŸ˜€ðŸ˜€

 https://t.co/LuPFkgDa0E",-1
"Klo nyusahin sih JANGAN NANGGUNG ya kaan?

https://t.co/VhvOdLdO8c",1
"Langkah berikuntya untuk memperbudak rakyat, mulai dari yang miskin, dimulai.
https://t.co/u9PGiOz0Ke",-1
Kenapa orang ini selalu menyusahkan rakyat toh????.... https://t.co/G5Y9xCpyaf,-1
"Berkat Andil Luhut, PeduliLindungi 'Ganti Baju' Jadi Aplikasi Wajib untuk Beli Minyak Goreng Curah
https://t.co/JJ7vq3bYC7",1
"Horeeee, gaperlu pakai duitðŸ‘ðŸ‘

â— 2 Minggu Lagi, Beli Migor Curah Wajib Pakai NIK dan PeduliLindungi https://t.co/5RbCIsWik4",0
"Gunakan Aplikasi PeduliLindungi, untuk Beli Minyak Goreng Curah dengan HET - https://t.co/pf2mN5n9Xm https://t.co/1yrD879Xty",1
Assoy .. biar laku aplikasi PeLi nya https://t.co/3Krex194Ny,0
"Menteri Koordinator Kemaritiman dan Investasi, Luhut Binsar Panjaitan memastikan, pemerintah segera memulai transisi perubahan sistem penjualan dan pembelian minyak goreng curah rakyat (MGCR).
https://t.co/IgN9qmLxHN https://t.co/U4rU7BXgYc",0
"3 Langkah Beli Minyak Goreng Curah via PeduliLindungi, Berikut Caranya https://t.co/qu90AdTawG",0
"PeduliLindungi 'Ganti Baju' Jadi Aplikasi untuk Beli Minyak Goreng Curah, Maksimal Beli 10 Kg untuk Satu NIK https://t.co/uuxegwPA1c https://t.co/moNZnoB02v",0
"@VIVAcoid Syarat beli migor pedulilindungi syarat pedulilindungi vaksin syarat vaksin e-KTP dan KK, padahal beli mogornya migor curah, bukannya makin sulit ya?",1
"Hidup kok selalu dibuat ribet rek!
https://t.co/h9h5DVBnz2",-1
"Beli minyak goreng curah pakai PeduliLindungi dinilai akan menyulitkan masyarakat, khususnya kalangan rumah tangga miskin.

https://t.co/69en6T8Nhq",-1
"@KAI121 Siang, kak. Untuk perjalanan Jakarta-Bandung, kalau KTP fisik sedang tidak ada, apa bisa menggunakan foto KTP/foto kopinya? Atau paspor tapi nanti menunjukkan sertifikat vaksin di PeduliLindungi? Terima kasih sebelumnya ðŸ™ðŸ¼ https://t.co/LBU3oPSG40",0
Pemerintah akan mengubah sistem penjualan dan pembelian minyak goreng curah rakyat (MGCR) menggunakan aplikasi PeduliLindungi.  https://t.co/k1fqCl4916,0
"Beli Minyak Goreng Curah Kini Pakai PeduliLindungi, Sosialisasi Mulai Minggu Depan https://t.co/Cxs1zjbq4Z",0
@PartaiSocmed besok2 berak di wc fasilitas umum pk aj sekalian itu jg NIK n pedulilindungi!,-1
Pemerintah sosialisasi beli minyak goreng curah pakai PeduliLindungi https://t.co/aTNr5Xy3kD,0
"Ruwet..ruwet....yg korban rakyat lagi aja...aturan suka suka...ambyar

2 Minggu Lagi, Beli Migor Curah Wajib Pakai NIK dan PeduliLindungi https://t.co/T7JdRaetBx",-1
"Mulai 27 Juni 2022, Beli Minyak Goreng Curah Harus Pakai PeduliLindungi https://t.co/Mt7jQj9Qay",0
Pemerintah akan mengubah sistem penjualan dan pembelian minyak goreng curah rakyat (MGCR) menggunakan aplikasi PeduliLindungi.  https://t.co/Io0QjIAkNq,0
"@CNNIndonesia Sekalian beli pentol pakai PeduliLindungi. 

Aturan ruwet.",-1
"@CNNIndonesia Beli pentol pakai App PeduliLindungi.
Aturan konyol. 
Arahnya ke Human Control System (agenda 21, G20, New World Order).",-1
masuk matahari masih pake pedulilindungi ga cah ?,0
"Luhut: Beli Minyak Goreng Curah Pakai NIK dan PeduliLindungi, Mulai Senin 27 Juni

Lengkapnya baca :
https://t.co/YFLECQX3gV",1
"Mensengrasakan....

2 Minggu Lagi, Beli Migor Curah Wajib Pakai NIK dan PeduliLindungi
 https://t.co/pRf51PZRPY",0
Pemerintah akan sosialisasi pembelian minyak goreng curah dengan Pedulilindungi https://t.co/oZYPJFKrwk,0
"@VIVAcoid Kok aneh, emang klo pake pedulilindungi dan NIK harga Migor turun ya ?",-1
https://t.co/dKvge0jeNs : Beli Minyak Goreng Curah Pakai Aplikasi PeduliLindungi Dimulai 27 Juni 2022 https://t.co/C4V48KLGjF,0
"Gila aja sekalian...

https://t.co/e6hjISGIp7",0
Ini Alasan Beli Minyak Goreng Curah Wajib Pakai PeduliLindungi https://t.co/IgvhCUstEi,0
"Pemerintah akan mensosialisasikan sistem baru pembelian minyak goreng curah rakyat (MGCR).
https://t.co/Bbcz6536jO",0
lama lama ke toilet umum harus scan barcode pedulilindungi https://t.co/sqek1Iu7uS,-1
@PartaiSocmed Asli ini epic....beli pake pedulilindungi ðŸ¤£ðŸ¤£...mau naikin traffic ya soalnya dah ga banyak yg pake ðŸ¤£,1
kalau bisa dipersulit kenapa hrs dipermudah.... https://t.co/uKfmrbP1aH,1
@CNNIndonesia fixed aplikasi pedulilindungi menambah kuat melanggar HAM,1
pedulilindungi is the next ruangguru. profit gak nih ðŸ˜‹ https://t.co/N8VEAeyKdZ,0
"2 Minggu Lagi, Beli Migor Curah Wajib Pakai NIK dan PeduliLindungi
https://t.co/FEBm6KOdwT",0
Pemerintah sosialisasi beli minyak goreng curah pakai PeduliLindungi https://t.co/spHU8WbGnL,0
"Ini apa2an boss?! Pemerintah yg gagal mengontrol oligarki kok rakyat yg dibuat repot? 
Tinggal tetapkan HET lalu lakukan penegakan hukum bagi pelanggar. Gara2 lemah pada mafia kok rakyat yg direpotkan? https://t.co/bUhpI1CbDu",-1
"Pemerintah sosialisasi beli minyak goreng curah pakai PeduliLindungi.

https://t.co/4bhTDqQKar",0
"Lhaa piyee ikii ?? 

Apa gak bisa pakai cara yg lebih praktis, pakai duit plus KTP misalnya ?!

https://t.co/hQ0g0tpy9S",0
"Aplikasi PeduliLindungi dan NIK menjadi syarat untuk membeli minyak goreng curah.

https://t.co/LJcLpvMq7A",0
"Mau Beli Minyak Goreng Sawit Curah, Gunakan Aplikasi PeduliLindungi
#beritasawit #Sawit #palmoil #infosawitcom #infosawit #HargaSawit #sobatani #SahabatKebun https://t.co/A5ooiEEYbE",1
Beli Minyak Goreng Curah Pakai Aplikasi PeduliLindungi Dimulai 27 Juni 2022 https://t.co/O6Hm8ikCJb,0
"Beli Minyak Goreng Curah Wajib Pakai Aplikasi PeduliLindungi, Kapan Dimulai?
https://t.co/gk062Qj3KK",0
"Setelah ktp, skrng NIK dan pedulilindungi, lamjutkan terus ðŸ˜ ... ""negara peraturan, nanti ribet sendiri.."" ðŸ˜‡ https://t.co/4EBltPn8t9",-1
"Luhut Pandjaitan: Mulai Senin, Beli Minyak Goreng Curah Rakyat Pakai PeduliLindungi https://t.co/youS0VYdt0",0
Semakin meng ada2 aja kebijakan rezim ini https://t.co/z9FFPiwC8G,1
"Beli migor di distributor II juga sekarang lebih mudah. Tidak perlu peduli lindungi lagi, cukup bawa KTP.

#ZulkifliHasan

https://t.co/bzoK0vl9nA",1
Catat! Beli Minyak Goreng Curah Akan Pakai Aplikasi PeduliLindungi https://t.co/c1IeYjtqg9,0
"2 Minggu Lagi, Beli Migor Curah Wajib Pakai NIK dan PeduliLindungi https://t.co/DoiQYVh9Zj",0
"Wqsws idiot,
Sipaling pedulilindungi, bikin kebijakan kayak gitu mah udah ga ada rasa peduli dan rasa melindunginya malah.
Alasan untuk mencegah penyelewengan, halaah. Yang dicegah mah harusnya yang dari akar bukan yang diujung. Dikementrian tu banyak noh mafia kntl https://t.co/rhtkVf1PfH",-1
"@CNNIndonesia Ini Pejabat kapir semakin kesini semakin mnyiksa mayoritas ,kita bakar nih manusia halal darahnya. Bangulan mayoritas,jgn kbnyakan tidur, ini manusia smkin Streess aturan setan yg dia pake

2 Minggu Lagi, Beli Migor Curah Wajib Pakai NIK dan PeduliLindungi https://t.co/hz8Exa4y6n",-1
"2 Minggu Lagi, Beli Migor Curah Wajib Pakai NIK dan PeduliLindungi https://t.co/6EaEAZWb20 

Opung ini gimana sih. Makan saja susah.... HP saja tak punya pakai aplikasi lagi...............
ðŸ˜ ðŸ˜ ",-1
"""2 Minggu Lagi, Beli Migor Curah Wajib Pakai NIK dan PeduliLindungi""

Bener2 kebijakan yang pro rakyat kecil
#Ehh 

https://t.co/en6jo0n1gO https://t.co/adRMwKaFjZ",1
"Beli Minyak Goreng Pakai PeduliLindungi, 1 KTP Maksimal 10 Liter

https://t.co/E58TlxrAYy",0
@CNNIndonesia Asikk belinya pake nik ama pedulilindungi gak perlu ngerogoh uang ...,1
Pemerintah sosialisasi transisi jual-beli minyak goreng. https://t.co/PfsUbACJUD,0
"Negara ini Terserah dia mau bikin persturan apapun, rakyat harus ngikut dan manut, tpi kebutuhan bahan Pokok trus beranjak naik harganya
#HBSBongkarKasusKM50
#HBSBongkarKasusKM50
2 Minggu Lagi, Beli Migor Curah Wajib Pakai NIK dan PeduliLindungi https://t.co/OGoMlaj9Gp",0
Luhut: Beli Minyak Goreng Curah Rp14.000 per Liter Mulai Senin 27 Juni 2022 Pakai Aplikasi PeduliLindungi https://t.co/ruUK8DD5dd,0
"Bulan Depan, Beli Minyak Goreng Curah Harus Pakai NIK atau PeduliLindungi

Selengkapnya Klik Tautan Berikut ini
#Jakarta #Beliminyakgoreng #Minyakcurah #Minyakgoreng #Minyakgorengcurah 
 https://t.co/j4J8rHLh2S",1
@CNNIndonesia Ini gak sekalian pak kita bayar pbb harus pake pedulilindungi ? Kalo blm vaksin gak wajib bayar pbb. Misalnya ni,0
Pembelian dibatasi per NIK per hari https://t.co/56eIWHfp79,0
"2 Minggu Lagi, Beli Migor Curah Wajib Pakai NIK dan PeduliLindungi https://t.co/I7gDi3MWVE",0
"Pembelian Minyak Goreng Menggunakan PeduliLindungi Segera Disosialisasikan

https://t.co/3fXuMeopRs",0
"Negara kita bukan negara peraturan.
Dikit2 diatur, akhirnya kita kejerat sendiri.
ttd
@jokowi

2 Minggu Lagi, Beli Migor Curah Wajib Pakai NIK dan PeduliLindungi https://t.co/sGBxVdbZvZ",-1
Dilakukan sosialisasi dan transisi selama 2 minggu https://t.co/mCcnwQnaRV,0
ternyata skrg di gacoan udah ga perlu scan qr pedulilindungi lagi,0
"Mulai 11 Juli, Beli Minyak Goreng Curah Rp14.000/Liter Wajib Pakai PeduliLindungi atau NIK https://t.co/dGax9LuGau https://t.co/OaeeVdTvNO",0
"Beli minyak goreng pakai PeduliLindungi
Hahaha

ðŸ’©ðŸ’©ðŸ’©",1
Jadi aplikasi andalan pemerintah ya https://t.co/iDcxnvCxjs,0
"Mulai Senin 27 Juni, Beli Minyak Goreng Curah Pakai PeduliLindungi atau NIK https://t.co/LqOhGyihxj",0
Jual Beli Minyak Goreng Curah Wajib Pakai PeduliLindungi Mulai SeninÂ Depan https://t.co/GnNhJCaUjW,0
"Uji coba penjualan dan pembelian minyak goreng curah menggunakan aplikasi PeduliLindungi atau NIK rencananya akan berlangsung pada Senin (27/6/2022).

https://t.co/77thwSzyZJ",0
Luhut: PeduliLindungi dan NIK Jadi Syarat Beli Minyak Goreng https://t.co/8Xzxsno09e,0
"""Seluruh penjualan dan pembelian minyak goreng curah rakyat akan menggunakan aplikasi PeduliLindungi,"" ujar Luhut. #TempoBisnis https://t.co/9NarewsIxg",0
"Nanti... masyarakat harus pakai aplikasi PeduliLindungi atau menunjukkan NIK untuk bisa beli minyak goreng curah rakyat
https://t.co/CdB9BTc8eH",0
"@mandor2503 Selamat siang Kak. Penumpang KA Lokal wajib vaksin minimal dosis pertama. Dibuktikan dengan menunjukan aplikasi PeduliLindungi/kartu vaksin, kecuali anak usia dibawah 6 tahun ya. Info lengkap, silakan cek link berikut: https://t.co/Gex6hLrT8U. Trims.",1
Pemerintah segera Sosialisasi Beli Minyak Goreng Curah Pakai PeduliLindungi https://t.co/gDGuPq4MXd,0
Aplikasi PeduliLindungi Jadi Sistem Jual Beli Minyak Goreng Curah https://t.co/Y6yAQlzqfd #sariagri #pertanian,0
"@CNNIndonesia Beda dengan dikasih wajib lah pake NIK dan PeduliLindungi,,kalau beli ngapain pake NIK,,,kita orang Indonesia asli",1
"@chittpawatdee Vaksin covid beb, dari yg pertama sampe terakhir km vaksin, lewat pedulilindungi aja itumah",0
"Wajib Pakai PeduliLindungi, Masyarakat Bisa Beli 10 Kg Minyak Goreng Curah/Hari https://t.co/xFnwoL0ElH",0
Minyak Goreng Akan Disosialisasi Melalui Pedulilindungi https://t.co/fJzObfnF2W,0
"Pemerintah segera melakukan sosialisasi penggunaan aplikasi PeduliLindungi untuk penjualan dan pembelian minyak goreng curah rakyat (MGCR) selama dua pekan ke depan.Â 

https://t.co/S6pC8Iw5pG",0
Pemerintah sosialisasi beli minyak goreng curah pakai PeduliLindungi https://t.co/f4FfYHsMmT,0
"Kabar baru! Pemerintah akan lakukan sosialisasi dan transisi penggunaan aplikasi PeduliLindungi yang telah menjadi syarat untuk membeli minyak goreng curah, mulai Senin (27/6).

https://t.co/6bnH5or8UK",0
@CNNIndonesia NIK masih okelah. Pedulilindungi? Bebas dah kwkwk,1
"@KemenkesRI hallo min, sertifikat vaksin booster saya yg ketiga kok sudah ada ya ? Padahal saya belum vaksin booster. Di aplikasi pedulilindungi sudah ada dan dimana saya vaksin. Gimana nih min data saya dipakai orang kah?",0
Beli Minyak Goreng Curah PakaiÂ PeduliLindungi https://t.co/pqXITN5X6p,0
@mamiyaren Selamat siang Kak. Kami informasikan saat ini pengguna KRL wajib menunjukkan sertifikat vaksin minimal dosis pertama dgn melakukan scan Kode QR di aplikasi PeduliLindungi. Bagi yg menunjukkan sertifikat vaksin tanpa aplikasi kami imbau agar menyiapkan KTP/Identitas lain. Trims.,1
"Pengumuman Luhut! Mulai Senin, Beli Minyak Goreng Curah Pakai Aplikasi PeduliLindungi, Dibatasi 10 Kg untuk 1Â NIK https://t.co/pqimAIGatB",1
"2 Minggu Lagi, Beli Migor Curah Wajib Pakai NIK dan PeduliLindungi https://t.co/SUeWnegcs9",0
"@any_star_ Ntar ujung2nya paling buat pemilu juga sih, mau nyoblos wajib pakai PeduliLindungi /yha",-1
Pengumuman! Beli Minyak Goreng Wajib Pakai PeduliLindungi https://t.co/pvo1lsEhZh,1
Pemerintah segera memulai transisi perubahan sistem penjualan dan pembelian minyak goreng curah rakyat (MGCR)melalui aplikasi PeduliLindungi. https://t.co/a8NYzirx0q,0
"@peonylightsss Selamat pagi Kak. Calon penumpang KA Antar Kota, yang sudah vaksin dosis kedua dan ketiga, tidak wajib menunjukkan hasil negatif Covid-19. Silakan bisa menunjukkan bukti vaksinasi melalui aplikasi PeduliLindungi atau kartu vaksin dalam bentuk fisik. |1",1
@miayam4life Wkwkwk lucu tauk bu wj pedulilindungi,1
"Hayo Siapo Belom Vaksin??
Vaksin Dulu Mumpung Gratis
.
.
#PeduliLindungi
#Vaksinasi
#ProtokolKesehatan5M
#MakananBergizi
#COVID19 https://t.co/FkVKRO3kd5",1
@SmgMenfess2 Di Java mall malah udah ga scan pedulilindungi lg wwkwwk.wes loss,0
Ndes masuk bioskop bisa ga kalo cuma nunjukin kartu vaksin? Ga scan pedulilindungi gitu,0
@sesingkat_M dari aplikasi PeduliLindungi atau dalam bentuk fisik/cetak. Informasi lengkap terkait syarat dan ketentuan perjalanan dengan KA dapat dilakukan pengecekan via link https://t.co/Gex6hLrT8U. Trims. |2,1
"@ailuvbananas Selamat pagi Kak. Calon penumpang KA Antar Kota, yang sudah vaksin dosis kedua dan ketiga, tidak wajib menunjukkan hasil negatif Covid-19. Silakan bisa menunjukkan bukti vaksinasi melalui aplikasi PeduliLindungi atau kartu vaksin dalam bentuk fisik. |1",1
at the end of the day gak smua hal yg kita inginkan bisa terwujudkan #seventeensucks #sedangmenghiburdiri #kitabisa #pedulilindungi,1
Aplikasi pedulilindungi sepertinya kepake di jakarta doang.,0
"@PokalisM Selamat malam. Saat keberangkatan, dapat menunjukkan sertifikat vaksin melalui aplikasi PeduliLindungi atau kartu vaksinasi dalam bentuk fisik/cetak ya. Sesuai ketentuan saat ini, bagi penumpang KA Jarak Jauh yang sudah vaksin dosis kedua atau ketiga (booster), |1",1
Minta pengelola hotel tetap terapkan aplikasi PeduliLindungi https://t.co/fbWdiI7AK7,0
Pov: lupa check out PeduliLindungi ðŸ˜­ https://t.co/9FPQ5aFRow,0
"@ugn58 Hai, Kak. Pemberangkatan terakhir pada hari kerja dari Stasiun MRT Bundaran HI menuju Stasiun MRT Lebak Bulus Grab pukul 22.31 WIB. Kami himbau Kakak tiba lebih awal 30 menit dan sudah mengunduh aplikasi JAKI/Pedulilindungi serta terapkan selalu protokol kesehatan.",1
Item lagi kan PeduliLindungi gue,-1
